#{"t_start": 1765055502.0637794, "env_id": "None"}
r,l,t
206914.329071,90,9.997437
276666.496403,90,10.089023
270608.61692,90,10.182168
298142.129154,90,10.273258
274864.219276,90,10.369653
77672.642059,90,10.451971
203878.038975,90,10.545037
275222.878254,90,10.812445
257625.446293,90,10.90384
237618.41835,90,10.994908
369697.695114,90,11.085328
234913.815163,90,11.16984
293310.964573,90,11.270014
214341.680729,90,11.359681
244282.406235,90,11.4526
195498.548893,90,11.550055
185510.749664,90,11.646838
243432.884979,90,11.731706
288711.191181,90,11.823493
352824.778183,90,11.906004
113996.400568,90,12.008373
292623.056711,90,12.098663
215789.362804,90,12.195059
122784.070236,90,12.289789
271536.1399,90,12.380265
530838.325233,90,12.472609
474671.770336,90,12.568038
251045.026535,90,12.661683
185265.659517,90,12.758774
200057.47259,90,12.848794
334918.234241,90,12.947291
416139.771172,90,13.043324
200046.169556,90,13.135932
243567.593388,90,13.223748
272934.606651,90,13.311177
200381.503852,90,13.396386
393270.145138,90,13.488774
238415.036812,90,13.585148
282325.360838,90,13.682068
241077.848715,90,13.775796
196429.100311,90,13.874283
282398.907433,90,13.969753
332257.908813,90,14.057832
347004.553463,90,14.148892
304858.885811,90,14.25173
371811.442368,90,14.349373
268784.916859,90,14.444619
197428.19696,90,14.531451
228218.386261,90,14.630091
266474.460091,90,14.72389
296899.386528,90,14.818829
243442.324585,90,14.90857
213486.899265,90,15.007102
447647.37468,90,15.107578
191771.199524,90,15.203632
213463.268684,90,15.29137
414198.838272,90,15.392494
336024.649857,90,15.482363
302149.056694,90,15.586321
386023.986252,90,15.676593
259741.523643,90,15.779
307113.126707,90,15.87539
512910.674423,90,15.976571
294404.491224,90,16.063185
230954.691635,90,16.162851
284698.023291,90,16.309807
330500.147278,90,16.402717
252157.07815,90,16.496396
261414.737648,90,16.595941
264872.932808,90,16.68682
309056.82724,90,16.78899
302662.014935,90,16.884047
320165.742966,90,16.979634
363007.06588,90,17.073816
228878.709583,90,17.189525
267865.54895,90,17.284264
470385.017395,90,17.386687
257528.220591,90,17.480837
405427.475517,90,17.582922
249204.976349,90,17.6855
227309.167732,90,17.783202
250023.632053,90,17.870684
254239.491608,90,17.982059
421569.608521,90,18.069878
355459.004181,90,18.177977
239510.590576,90,18.266192
401913.083401,90,18.366738
252485.644775,90,18.462708
323951.810135,90,18.555159
290269.187897,90,18.645885
277512.476456,90,18.740232
291615.807129,90,18.836367
341721.55456,90,18.935796
287699.559097,90,19.020951
333747.122034,90,19.114651
410952.973103,90,19.209659
391841.154526,90,19.311806
267545.92849,90,19.403084
315528.946995,90,19.49948
334838.865524,90,19.589816
338203.690689,90,19.698424
266633.428429,90,19.787807
261279.396519,90,19.890553
318901.266449,90,19.9862
220077.870201,90,20.084778
361732.090714,90,20.17016
305394.004227,90,20.269967
238684.906689,90,20.364706
425045.808243,90,20.469342
160654.021118,90,20.561356
237222.315277,90,20.654003
279094.14045,90,20.747576
236688.296139,90,20.853357
337260.641678,90,20.947085
442702.204937,90,21.045446
296375.226532,90,21.134804
271204.962128,90,21.240622
336458.100044,90,21.339057
265405.402634,90,21.6047
207030.272141,90,21.707072
390904.952267,90,21.808198
136659.656076,90,21.899773
338040.724766,90,21.995027
295814.756923,90,22.095496
187541.379787,90,22.209032
295059.73494,90,22.306263
254955.16621,90,22.411508
220406.513657,90,22.504464
368936.054108,90,22.602801
335313.013016,90,22.702884
272062.345592,90,22.80254
220225.525078,90,22.912858
130420.599674,90,23.022688
452847.366379,90,23.114149
325285.459846,90,23.214241
170342.318096,90,23.313065
229929.348785,90,23.437987
267262.785507,90,23.559586
255562.155197,90,23.661143
304523.829956,90,23.762503
315307.664806,90,23.870415
425389.991096,90,23.966384
441806.792763,90,24.063947
106209.430878,90,24.16694
292012.598495,90,24.264069
174130.371429,90,24.355783
58251.535706,90,24.452182
178733.669968,90,24.543856
179160.487616,90,24.641099
130192.273663,90,24.743054
215345.797028,90,24.843582
367961.895132,90,24.943021
140353.497681,90,25.047106
192785.637211,90,25.152463
315213.232971,90,25.253939
354673.23954,90,25.350782
201790.34425,90,25.448486
345965.665131,90,25.550898
329690.509085,90,25.655584
255529.531174,90,25.753893
108358.410255,90,25.84835
229359.61297,90,25.951461
203522.103234,90,26.058861
311089.776787,90,26.157495
280648.261368,90,26.25795
301722.050592,90,26.417406
285570.584801,90,26.537081
229390.548416,90,26.63386
183663.689285,90,26.747545
118079.734703,90,26.851048
286099.286949,90,26.958832
210667.447678,90,27.056078
261172.679386,90,27.158387
313475.1334,90,27.256681
149852.425084,90,27.360474
172119.976719,90,27.466643
233463.332306,90,27.57389
330801.7897,90,27.668858
248351.356903,90,27.777934
293798.628876,90,27.885677
285254.122879,90,27.99962
249595.093117,90,28.103075
329062.79689,90,28.213437
412214.470654,90,28.306536
262806.117256,90,28.411912
62983.204842,90,28.503811
390186.583832,90,28.59887
212413.261309,90,28.695803
43103.034935,90,28.79521
271010.850683,90,28.889498
282808.662876,90,28.997809
37769.163383,90,29.090331
365123.874046,90,29.197058
129455.745651,90,29.299773
176978.048477,90,29.408085
251178.713318,90,29.508506
23169.366211,90,29.622059
103186.820818,90,29.729992
274982.955963,90,29.835723
284918.061304,90,29.936723
78090.939965,90,30.050273
177652.735931,90,30.149808
153627.733511,90,30.249592
41779.366699,90,30.347575
201103.538731,90,30.464955
293982.974457,90,30.568567
301375.911324,90,30.669109
374787.340614,90,30.769674
163356.338036,90,30.88079
128263.666788,90,30.980029
239241.093555,90,31.083873
133755.627728,90,31.194285
54532.915939,90,31.301586
101788.088898,90,31.411318
64913.26445,90,31.515186
158718.76091,90,31.61407
115744.464056,90,31.714811
129128.258629,90,31.815877
188594.276299,90,31.922619
259691.826992,90,32.02315
56159.422348,90,32.134445
142620.526001,90,32.235547
39777.61528,90,32.34368
170697.927953,90,32.449778
196648.192633,90,32.560358
-23862.975237,90,32.663522
93323.474098,90,32.773635
302189.08889,90,32.887051
122444.942417,90,33.003078
256665.62081,90,33.278261
85283.272701,90,33.379287
261697.462288,90,33.47564
80911.620483,90,33.577601
-907.397339,90,33.684732
97869.976517,90,33.797752
90250.511139,90,33.898019
30701.77874,90,34.014169
26399.728447,90,34.113109
278829.251717,90,34.21426
15391.149506,90,34.321009
182471.016593,90,34.437443
109576.491396,90,34.538445
100808.847355,90,34.645928
311.462006,90,34.745429
46017.239422,90,34.856221
140814.966177,90,34.961467
79131.831112,90,35.062643
66526.698217,90,35.165334
274706.758156,90,35.277852
387411.6408,90,35.378312
320306.386069,90,35.48787
133079.743103,90,35.591577
-64396.175438,90,35.693472
75275.972977,90,35.794011
162809.922916,90,35.911354
216571.85305,90,36.013428
199693.833666,90,36.127569
-148643.846306,90,36.291343
-143510.687279,90,36.395288
10905.357193,90,36.496257
372605.097675,90,36.604876
313254.87999,90,36.702708
196882.349083,90,36.813043
27128.834549,90,36.911145
-25395.279001,90,37.018309
339686.750713,90,37.120692
293321.874401,90,37.232217
60381.993729,90,37.331301
222989.035992,90,37.442937
72676.3307,90,37.544638
971.120383,90,37.651208
135504.529818,90,37.758276
307864.459496,90,37.876074
258798.866456,90,37.985797
260570.212921,90,38.091074
172907.873215,90,38.193069
30097.404552,90,38.300541
19127.811489,90,38.401059
170547.655476,90,38.50519
241388.954468,90,38.606526
204009.597315,90,38.709948
144941.113058,90,38.814839
209243.735863,90,38.925733
74506.493931,90,39.029148
169849.337715,90,39.141081
212463.007431,90,39.237439
-1669.794212,90,39.34833
141219.415852,90,39.450255
97736.849739,90,39.563137
-23901.019186,90,39.666179
105709.328651,90,39.771703
389493.733116,90,39.870163
375644.852932,90,39.982237
256380.914078,90,40.080541
941.732574,90,40.200393
75603.549032,90,40.30233
175712.650291,90,40.404698
191230.190948,90,40.497699
269193.450569,90,40.608651
21085.268341,90,40.716735
38422.639435,90,40.824753
214387.165485,90,40.93073
276977.280678,90,41.034603
288475.930311,90,41.135105
141973.87907,90,41.242834
-10261.803497,90,41.337559
85395.979614,90,41.444618
-34627.064438,90,41.550283
204913.601387,90,41.657821
259537.337852,90,41.759376
20181.534441,90,41.86921
91953.565742,90,41.97523
335587.050679,90,42.079333
288116.423721,90,42.185866
31079.396458,90,42.29212
69954.594284,90,42.397201
-33691.742249,90,42.510065
93362.921982,90,42.615254
289718.857975,90,42.716762
217291.719858,90,42.816498
252917.769623,90,42.937848
-7759.879139,90,43.043585
130355.092838,90,43.149593
242443.238037,90,43.25195
53793.85136,90,43.36499
123278.375816,90,43.468549
149318.96904,90,43.581142
37476.11927,90,43.67881
71902.92445,90,43.784446
150580.854824,90,43.886015
-37615.544128,90,43.995772
218322.929214,90,44.101544
142986.640362,90,44.215733
100369.577808,90,44.321756
70787.750839,90,44.436758
2096.135293,90,44.536262
45631.264742,90,44.649765
34154.386303,90,44.75843
317118.703033,90,44.865679
315971.173851,90,44.973818
333177.138763,90,45.248261
108849.332651,90,45.347211
154742.44736,90,45.454724
230085.331024,90,45.556358
202064.59029,90,45.666197
191499.190739,90,45.768276
-16128.183033,90,45.878325
136.738579,90,45.982195
159652.769674,90,46.15078
65164.560791,90,46.249183
152768.812847,90,46.353497
-14493.794579,90,46.456978
68789.611874,90,46.56055
68779.94249,90,46.660487
-106490.623932,90,46.766764
39144.576126,90,46.874534
27865.419233,90,46.989349
28326.550268,90,47.086778
58517.136196,90,47.196906
110963.095524,90,47.304935
-66994.718071,90,47.416562
300799.986313,90,47.52359
220072.893921,90,47.623909
-1410.515266,90,47.723413
17221.739513,90,47.830929
244826.604576,90,47.951349
139315.081657,90,48.063807
95577.987022,90,48.163345
40239.655975,90,48.283701
10003.208153,90,48.382648
70787.378639,90,48.491634
103235.152191,90,48.588653
-33295.746387,90,48.695459
119021.115803,90,48.795102
45183.651073,90,48.896844
-25340.694359,90,48.992898
-28929.805908,90,49.105743
232351.329365,90,49.206555
133382.572619,90,49.316843
102799.751339,90,49.417763
90868.235153,90,49.526234
-30589.46008,90,49.629606
146564.561859,90,49.735276
-11614.641285,90,49.83149
-23738.871307,90,49.947068
-121763.9114,90,50.055237
63721.892849,90,50.169069
80485.728366,90,50.273489
-17722.87228,90,50.388797
19210.710123,90,50.485371
191612.71342,90,50.603679
137073.985705,90,50.706264
-84903.464741,90,50.815506
75888.185646,90,50.926314
74496.689484,90,51.035015
220519.41993,90,51.147471
94937.833795,90,51.267831
30475.125473,90,51.379528
14259.969711,90,51.497358
66278.908947,90,51.600596
67340.40499,90,51.714647
13005.705416,90,51.823322
4114.378189,90,51.944288
97216.52343,90,52.057927
117487.132156,90,52.17578
-85042.186459,90,52.290517
39651.578983,90,52.400307
78135.885551,90,52.509418
128324.576439,90,52.630455
176952.878681,90,52.740729
108939.098892,90,52.851217
-22036.189333,90,52.968141
3644.405769,90,53.103373
35441.260319,90,53.217326
-37001.237497,90,53.33815
107206.06839,90,53.452749
53631.148773,90,53.563317
-6829.962358,90,53.670325
14244.428818,90,53.785179
-100214.124058,90,53.892611
15381.326492,90,54.014718
18165.429924,90,54.125066
110005.879274,90,54.240901
153011.339904,90,54.352333
8712.653183,90,54.464507
27774.95652,90,54.569966
-39086.646179,90,54.684929
48668.12044,90,54.788701
82715.529665,90,54.903857
250534.955023,90,55.02233
160259.70829,90,55.132066
26586.342623,90,55.238339
3410.29683,90,55.360256
60494.754295,90,55.472777
94901.741423,90,55.6
269264.456802,90,55.706192
58867.35892,90,55.819549
128562.295639,90,55.933115
213290.425993,90,56.120648
75428.705643,90,56.232203
11877.104713,90,56.35489
176065.419632,90,56.463463
102973.79043,90,56.57127
51475.593506,90,56.679695
141937.821022,90,56.79425
214586.082014,90,56.903877
124348.627842,90,57.013645
74147.660598,90,57.121201
87580.131672,90,57.23548
111637.879238,90,57.346852
26393.635853,90,57.466781
31249.322121,90,57.742948
59569.315155,90,57.858054
113840.439087,90,57.994397
-13636.00108,90,58.122335
24275.639542,90,58.233233
319359.672073,90,58.350398
98762.32576,90,58.461923
164124.972929,90,58.580966
138229.874828,90,58.694607
100186.045338,90,58.805233
12520.403427,90,58.912127
92987.319851,90,59.031957
243457.004272,90,59.13389
353255.769115,90,59.24632
2513.161917,90,59.347877
32206.983547,90,59.455207
128360.855057,90,59.563347
66599.383781,90,59.673556
41708.819481,90,59.777615
25242.774181,90,59.885107
17272.540588,90,59.997592
94458.801094,90,60.122217
272276.181625,90,60.233952
7083.332321,90,60.340781
-10594.931297,90,60.451166
-45482.710457,90,60.573273
72893.496555,90,60.681675
289267.320438,90,60.795771
214359.152584,90,60.90597
-20712.436012,90,61.019317
65471.08065,90,61.126059
48775.46825,90,61.240244
111275.589951,90,61.346324
-7356.517649,90,61.465468
188176.050726,90,61.574895
187523.605327,90,61.689381
225953.107,90,61.795232
164006.115583,90,61.908945
112799.984211,90,62.015109
68233.204578,90,62.130033
64611.120663,90,62.234515
164210.963146,90,62.348172
279404.895825,90,62.450089
144802.200201,90,62.560416
35769.038933,90,62.666157
72359.304603,90,62.785107
171289.950523,90,62.902301
19968.927269,90,63.029619
92351.470126,90,63.1364
33166.415592,90,63.24949
244270.389912,90,63.354421
237637.574715,90,63.468046
97003.517166,90,63.574106
21624.617933,90,63.694561
88415.123523,90,63.801993
230435.684204,90,63.911887
216777.364983,90,64.021226
127964.021904,90,64.144141
211561.36171,90,64.249074
263156.218021,90,64.359813
88403.933807,90,64.46359
-66101.283226,90,64.588281
-108486.11615,90,64.69894
-9665.916992,90,64.816525
126658.645088,90,64.920836
44546.594856,90,65.048134
-16625.9772,90,65.165751
128775.714575,90,65.276054
194780.842293,90,65.38889
232090.569054,90,65.505099
76739.098267,90,65.60937
68650.060425,90,65.730079
118798.779427,90,65.840059
36093.218122,90,65.957578
53405.79483,90,66.069662
236744.683121,90,66.194033
9437.320091,90,66.299287
371352.913631,90,66.47222
217450.599289,90,66.575363
76507.464172,90,66.691507
62510.890518,90,66.806434
46022.908375,90,66.921521
212809.521244,90,67.027642
98559.54393,90,67.156522
114174.045074,90,67.263154
67055.92477,90,67.379297
95005.939636,90,67.486817
103585.673912,90,67.594191
467463.417328,90,67.706949
239813.279743,90,67.827387
248264.493399,90,67.946616
84179.11348,90,68.053585
189352.200018,90,68.157196
213838.935913,90,68.275324
24917.027653,90,68.3819
91141.229542,90,68.500016
8983.92939,90,68.613219
40705.360016,90,68.731068
35419.171131,90,68.840756
193167.894749,90,68.966731
37294.947662,90,69.079645
56071.385337,90,69.196575
11439.816035,90,69.300791
-63888.393555,90,69.417035
296971.990158,90,69.530158
156146.806892,90,69.644407
-76631.239758,90,69.75011
-78404.405621,90,69.865928
-64678.93737,90,69.980205
21436.084921,90,70.089665
-45679.789505,90,70.19795
95455.339218,90,70.479752
4748.7448,90,70.586326
3668.688869,90,70.708628
814.978573,90,70.819695
69025.011127,90,70.927536
144737.612595,90,71.032532
20855.757167,90,71.148793
-101879.590813,90,71.257313
242567.571102,90,71.380888
75810.002213,90,71.485775
35559.733059,90,71.598527
84962.320572,90,71.704076
199891.420576,90,71.81932
250018.63361,90,71.923803
-15655.922943,90,72.040389
87804.020061,90,72.145607
228273.636948,90,72.265236
-19613.626392,90,72.37964
3798.020229,90,72.491338
1536.825386,90,72.597431
94584.548983,90,72.705271
140630.908463,90,72.809562
134028.061287,90,72.937612
7419.762177,90,73.043356
47093.577868,90,73.154616
-274.735473,90,73.264503
97855.274558,90,73.396214
295408.75622,90,73.503089
17360.538666,90,73.617617
129058.367344,90,73.727603
90367.901012,90,73.839581
227659.663879,90,73.950475
-47382.43367,90,74.065017
-15520.694641,90,74.173215
180018.078559,90,74.290622
39017.982699,90,74.406228
-73101.623947,90,74.522235
22331.074814,90,74.634969
-97076.493282,90,74.751906
-175708.137016,90,74.862223
-33081.400055,90,74.975979
-55572.868996,90,75.084555
57865.446365,90,75.209797
92983.840405,90,75.315005
182708.923264,90,75.499774
49825.248886,90,75.608367
31366.009192,90,75.724608
-88216.411201,90,75.840203
97829.495226,90,75.956708
117527.522053,90,76.065761
-2458.577892,90,76.177589
-20247.288269,90,76.287054
12423.719467,90,76.397366
93957.603699,90,76.503685
1792.548224,90,76.621039
-22606.287213,90,76.731939
-82190.796921,90,76.839566
99779.946861,90,76.941806
4186.534286,90,77.072233
39939.40353,90,77.179564
-116431.090157,90,77.295403
70820.147484,90,77.401648
61792.925491,90,77.512094
237736.836437,90,77.622076
-18799.972113,90,77.732118
33453.389084,90,77.836261
-7665.712491,90,77.958935
-9848.518551,90,78.072943
21491.287966,90,78.188334
21835.805151,90,78.301825
56178.915573,90,78.421318
207502.66539,90,78.527575
173581.204948,90,78.644958
66898.294243,90,78.756215
-62799.934639,90,78.879069
69347.822833,90,78.992458
116752.434498,90,79.111547
60352.548923,90,79.218024
-38389.739639,90,79.333489
113586.485153,90,79.439964
93377.548832,90,79.548885
-83256.557968,90,79.656848
103148.27459,90,79.773313
120782.705978,90,79.880211
201328.008621,90,79.991259
134183.630493,90,80.104658
306150.866585,90,80.220777
44953.969742,90,80.32655
-39163.429012,90,80.445174
79196.788254,90,80.557393
225907.388592,90,80.684864
-24917.232422,90,80.789506
-125841.340076,90,80.909094
41511.093262,90,81.015735
-4183.726097,90,81.123794
32391.331032,90,81.234992
92630.273987,90,81.340169
61403.430439,90,81.452978
242537.765465,90,81.562007
-30035.670719,90,81.671858
-41706.790878,90,81.780012
124031.576616,90,81.888307
121976.402689,90,82.010006
128581.989082,90,82.122827
-8292.844299,90,82.248632
104099.904228,90,82.365101
9953.18558,90,82.486875
-75219.37714,90,82.593788
80770.022945,90,82.70978
134554.809131,90,82.817764
86568.169708,90,82.938041
22407.316845,90,83.217486
307051.557781,90,83.330929
336916.929285,90,83.441159
88898.690247,90,83.556948
-10764.788858,90,83.660189
120176.357332,90,83.779835
110429.959431,90,83.895222
30588.180456,90,84.035434
108470.719402,90,84.155737
-60080.887634,90,84.291134
-58017.734917,90,84.426736
-14701.62718,90,84.566597
210411.275082,90,84.6801
133280.741058,90,84.801432
67879.901512,90,84.914149
248609.487834,90,85.029569
67915.081833,90,85.135555
206020.459106,90,85.254757
-2794.645634,90,85.361651
90192.525116,90,85.486379
309850.805763,90,85.592291
80709.91383,90,85.766173
119770.68755,90,85.875759
541.625698,90,86.001043
428942.793007,90,86.103516
-64038.00819,90,86.223945
59433.909149,90,86.337892
-4215.122238,90,86.455894
218735.984558,90,86.565156
28120.414566,90,86.680223
32493.318878,90,86.783392
16377.587368,90,86.90397
136107.234653,90,87.011411
151600.08033,90,87.139654
187180.20929,90,87.244123
57768.782887,90,87.358566
163664.743362,90,87.465493
-56809.916451,90,87.583267
353743.372444,90,87.690957
55357.579346,90,87.808815
35527.950961,90,87.924524
27610.865738,90,88.045207
-1051.265182,90,88.152265
78891.653275,90,88.262419
1563.656876,90,88.367495
71941.915737,90,88.492545
223210.60634,90,88.597289
65943.832603,90,88.723458
34258.977394,90,88.824394
417432.825918,90,88.935349
-91897.593632,90,89.046242
-50136.195045,90,89.161405
140129.309967,90,89.275703
-42642.415668,90,89.389959
163221.816803,90,89.500396
-47482.641281,90,89.614462
114269.73053,90,89.739667
119024.891216,90,89.869485
73918.501581,90,89.988906
71978.522476,90,90.118317
185611.593788,90,90.242523
138879.039116,90,90.380821
78786.838745,90,90.506647
117555.686096,90,90.625313
199018.116531,90,90.728654
19396.260979,90,90.910066
-61213.718777,90,91.027764
77283.24369,90,91.156679
223124.02037,90,91.276039
17475.08625,90,91.39505
32116.864983,90,91.509662
61831.788277,90,91.640695
-21102.441866,90,91.760031
119468.679668,90,91.88205
145102.14805,90,91.996701
-83121.146011,90,92.129551
-50398.956436,90,92.311299
239499.149109,90,92.497341
-26311.572065,90,92.634292
58305.915932,90,92.763006
-24876.158623,90,92.893902
108114.131401,90,93.075181
-24378.6203,90,93.193925
154856.400097,90,93.326043
32484.593933,90,93.449794
5514.494324,90,93.571785
200015.58588,90,93.685591
104178.726151,90,93.802331
96259.470224,90,93.911437
13687.256317,90,94.123594
-42037.172531,90,94.25554
54667.041027,90,94.387669
285400.164022,90,94.522839
-20103.214676,90,94.675599
-33244.166653,90,94.800683
445.026012,90,94.92705
180257.420982,90,95.049705
619.705654,90,95.173211
-49940.028004,90,95.298573
6752.510857,90,95.424736
-41030.511435,90,95.547067
40368.602222,90,95.689801
80472.667952,90,95.810377
167911.189928,90,95.937706
-106238.852097,90,96.053695
-27086.037872,90,96.212221
-145297.028572,90,96.345996
-132107.171432,90,96.465278
32826.610157,90,96.57716
50025.181263,90,96.685806
136510.912937,90,96.791353
148026.533867,90,97.101586
212283.978062,90,97.26538
-782.937492,90,97.382181
181006.791393,90,97.505826
253590.538754,90,97.650659
138557.314041,90,97.7584
80153.948235,90,97.872491
98794.062176,90,98.009194
59482.304233,90,98.122379
-58462.738625,90,98.224548
5828.945755,90,98.339402
291940.290844,90,98.460492
40718.900379,90,98.588277
239255.004108,90,98.692392
19815.676975,90,98.816002
46603.797619,90,98.930245
37869.746241,90,99.06484
299607.997432,90,99.182911
58646.918533,90,99.301422
32167.652577,90,99.411239
47704.042076,90,99.528528
-18062.335152,90,99.64086
-134404.142447,90,99.75925
7759.138145,90,99.866836
-51695.779781,90,99.982758
136027.69503,90,100.085477
96072.938995,90,100.193271
214557.635809,90,100.29594
109211.718803,90,100.433159
7299.355811,90,100.549882
279890.545227,90,100.67113
-10001.767616,90,100.787019
64107.896236,90,100.911825
177150.684895,90,101.051128
86917.520836,90,101.18693
60999.619408,90,101.312861
26731.026281,90,101.443648
83457.299568,90,101.566694
-26844.278883,90,101.691315
291899.942169,90,101.815382
176180.036839,90,101.964449
-86599.527988,90,102.092042
-94604.664795,90,102.240031
-75645.186214,90,102.373599
28323.669986,90,102.534709
-129840.455845,90,102.685697
-4478.927579,90,102.808856
157937.28479,90,102.936299
97627.92717,90,103.067401
-5012.641141,90,103.275055
35631.486546,90,103.430249
16498.637466,90,103.561495
186793.772616,90,103.68548
159317.923981,90,103.795813
278066.244343,90,103.91772
163846.107071,90,104.025434
192224.448639,90,104.146798
82905.542538,90,104.257321
204289.284317,90,104.372404
395108.799149,90,104.480462
42304.797497,90,104.587014
10216.466127,90,104.686543
26885.807323,90,104.782276
65229.574513,90,104.879577
163174.362183,90,105.004276
14087.080696,90,105.119647
50339.537532,90,105.236002
-9875.07222,90,105.346479
54066.199253,90,105.461753
159803.611155,90,105.60468
40547.811035,90,105.718697
1059.237152,90,105.837891
64037.77187,90,105.951396
96924.150471,90,106.053829
122013.985062,90,106.1585
226452.951118,90,106.25721
74183.609259,90,106.375567
85278.777031,90,106.472242
-8475.676743,90,106.586624
41110.645052,90,106.693596
114329.597089,90,106.808964
170770.896496,90,106.9143
-20667.111855,90,107.013679
148702.727585,90,107.118387
-20238.59111,90,107.227851
-105433.405365,90,107.323068
-46396.126017,90,107.49088
19723.809767,90,107.589799
-17970.468376,90,107.71152
170005.032593,90,107.814225
-13899.852295,90,107.926242
-18719.054306,90,108.038258
73102.744659,90,108.145175
68862.495468,90,108.241485
-5171.314854,90,108.348033
-2077.197067,90,108.451117
33169.571613,90,108.567211
147954.864723,90,108.670004
52694.752846,90,108.771771
93494.425217,90,108.870277
183149.423426,90,108.983614
63812.880432,90,109.090708
-54339.682884,90,109.2249
-11536.93898,90,109.349128
125880.552174,90,109.467201
162841.33526,90,109.563512
-20607.766594,90,109.670645
171365.876638,90,109.772177
54053.620857,90,109.878075
138752.353745,90,109.987849
-1290.288822,90,110.152627
-44071.580673,90,110.262628
59495.109192,90,110.548911
30808.95401,90,110.652417
-80290.015778,90,110.754315
61323.097977,90,110.848396
-52045.243958,90,110.952425
90636.578476,90,111.045074
18072.968964,90,111.143088
129974.038181,90,111.243101
220286.159508,90,111.362208
197949.26091,90,111.471618
163218.941315,90,111.583974
260676.840227,90,111.690851
380970.285873,90,111.805104
165485.636902,90,111.911386
104189.319595,90,112.020233
-21718.294014,90,112.129083
-61448.364323,90,112.241663
2956.061802,90,112.341838
207975.226734,90,112.443489
-32332.98123,90,112.539837
156101.310844,90,112.650524
46524.489304,90,112.756525
20217.648392,90,112.855966
129955.80481,90,112.966658
243968.504131,90,113.08391
215347.102299,90,113.187839
30592.562531,90,113.296573
58347.856551,90,113.38893
186251.341095,90,113.495277
239750.64782,90,113.605482
-57685.660175,90,113.729299
215327.897335,90,113.845943
65393.315033,90,113.968909
125955.959625,90,114.084509
43940.690636,90,114.230887
26275.784199,90,114.428807
-39823.860321,90,114.568078
-37130.057701,90,114.680956
43392.039749,90,114.812521
129715.874893,90,114.920863
427654.280819,90,115.033799
32572.51963,90,115.14717
181530.195328,90,115.264533
1277.557358,90,115.372897
122769.657192,90,115.488559
183592.062225,90,115.592939
99660.311846,90,115.699582
119665.524904,90,115.81383
147038.018616,90,115.936873
83136.692879,90,116.048542
-66977.157997,90,116.155675
104337.161175,90,116.260555
-2481.752155,90,116.362104
34965.237705,90,116.455025
-13487.944477,90,116.557484
141570.820038,90,116.651283
-83715.285606,90,116.756757
-52403.930371,90,116.855967
-28251.916656,90,116.957539
73811.148186,90,117.051455
18945.896835,90,117.174037
